0,0,0,50,635.6333333
0,0,0,150,630.1
0,0,0,250,625.1333333
0,0,0,350,628.6666667
0,0,0,450,619.3666667
0,0,0,550,595.6
0,0,0,650,581.1333333
0,0,0,750,572.9333333
0,0,0,850,549.0666667
0,0,0,950,531.4333333
0,0,0,1050,515.1333333
0,0,0,1150,497.6666667
0,0,0,1250,476.2
0,0,0,1350,461.4
0,0,0,1450,454.3333333
0,0,0,1550,430
0,0,0,1650,432.2333333
0,0,0,1850,420.1
0,0,0,2050,390.8333333
0,0,0,2250,382.3
0,0,0,2450,386.2
0,0,0,2650,381.7333333
0,0,0,2850,376.4333333
0,0,0,3050,383.1
0,0,0,3550,380.3666667
0,0,0,4050,379.2333333
0,0,0,4550,369.5
0,0,0,5050,357.6666667
0.6,100,0.4,50,648.0333333
0.6,100,0.4,150,639.0666667
0.6,100,0.4,250,635.7333333
0.6,100,0.4,350,630.5666667
0.6,100,0.4,450,618.5333333
0.6,100,0.4,550,607.7333333
0.6,100,0.4,650,598.9
0.6,100,0.4,750,584.7
0.6,100,0.4,850,567.7
0.6,100,0.4,950,545.2333333
0.6,100,0.4,1050,531.8333333
0.6,100,0.4,1150,518.4333333
0.6,100,0.4,1250,506.0333333
0.6,100,0.4,1350,493.6333333
0.6,100,0.4,1450,471.6333333
0.6,100,0.4,1550,456.3
0.6,100,0.4,1650,448.3
0.6,100,0.4,1850,424
0.6,100,0.4,2050,406.8333333
0.6,100,0.4,2250,355.5666667
0.6,100,0.4,2450,390.2
0.6,100,0.4,2650,383.3
0.6,100,0.4,2850,379.1333333
0.6,100,0.4,3050,379.4
0.6,100,0.4,3550,376.7
0.6,100,0.4,4050,373.9
0.6,100,0.4,4550,371.1
0.6,100,0.4,5050,367.0333333
0.6,300,0.4,50,654.0333333
0.6,300,0.4,150,638.7333333
0.6,300,0.4,250,627.6333333
0.6,300,0.4,350,624.2666667
0.6,300,0.4,450,622.1333333
0.6,300,0.4,550,607.2333333
0.6,300,0.4,650,600.8333333
0.6,300,0.4,750,588.5666667
0.6,300,0.4,850,569.7666667
0.6,300,0.4,950,570.2666667
0.6,300,0.4,1050,539.5333333
0.6,300,0.4,1150,521.6666667
0.6,300,0.4,1250,511.9333333
0.6,300,0.4,1350,498.8666667
0.6,300,0.4,1450,474.0666667
0.6,300,0.4,1550,449.2666667
0.6,300,0.4,1650,437.6
0.6,300,0.4,1850,425.6333333
0.6,300,0.4,2050,407.1333333
0.6,300,0.4,2250,396.9666667
0.6,300,0.4,2450,379.9666667
0.6,300,0.4,2650,371.6
0.6,300,0.4,2850,392.6666667
0.6,300,0.4,3050,371.3333333
0.6,300,0.4,3550,377.1
0.6,300,0.4,4050,385.0333333
0.6,300,0.4,4550,379.1333333
0.6,300,0.4,5050,372.6
0.6,500,0.4,50,665.7
0.6,500,0.4,150,664.2666667
0.6,500,0.4,250,653.0333333
0.6,500,0.4,350,644.8333333
0.6,500,0.4,450,630.2666667
0.6,500,0.4,550,633.8666667
0.6,500,0.4,650,620.3666667
0.6,500,0.4,750,607.7333333
0.6,500,0.4,850,597.2
0.6,500,0.4,950,581.9666667
0.6,500,0.4,1050,570.6333333
0.6,500,0.4,1150,562
0.6,500,0.4,1250,537.4666667
0.6,500,0.4,1350,512.9333333
0.6,500,0.4,1450,502.2333333
0.6,500,0.4,1550,488.9333333
0.6,500,0.4,1650,468.1333333
0.6,500,0.4,1850,444.8666667
0.6,500,0.4,2050,422.4333333
0.6,500,0.4,2250,400
0.6,500,0.4,2450,397.5666667
0.6,500,0.4,2650,392.3
0.6,500,0.4,2850,391.6333333
0.6,500,0.4,3050,392.9333333
0.6,500,0.4,3550,388.3
0.6,500,0.4,4050,386.3
0.6,500,0.4,4550,384.0333333
0.6,500,0.4,5050,388.4666667
0.6,300,0.2,50,645.5
0.6,300,0.2,150,646.1333333
0.6,300,0.2,250,636.4
0.6,300,0.2,350,638
0.6,300,0.2,450,624.2333333
0.6,300,0.2,550,618.9
0.6,300,0.2,650,606.9
0.6,300,0.2,750,591.2333333
0.6,300,0.2,850,573.3666667
0.6,300,0.2,950,548.8
0.6,300,0.2,1050,526.7666667
0.6,300,0.2,1150,498.0666667
0.6,300,0.2,1250,490.5
0.6,300,0.2,1350,475
0.6,300,0.2,1450,468.1333333
0.6,300,0.2,1550,463.4666667
0.6,300,0.2,1650,463.3666667
0.6,300,0.2,1850,455.3666667
0.6,300,0.2,2050,397.2333333
0.6,300,0.2,2250,400
0.6,300,0.2,2450,389.4666667
0.6,300,0.2,2650,388.2
0.6,300,0.2,2850,388.0666667
0.6,300,0.2,3050,387.8
0.6,300,0.2,3550,386.2666667
0.6,300,0.2,4050,385.3666667
0.6,300,0.2,4550,384.4666667
0.6,300,0.2,5050,383.5333333
0.6,300,0.6,50,671.9666667
0.6,300,0.6,150,664.5666667
0.6,300,0.6,250,656.1666667
0.6,300,0.6,350,654.4
0.6,300,0.6,450,647.8
0.6,300,0.6,550,642.8
0.6,300,0.6,650,613.5666667
0.6,300,0.6,750,597.7333333
0.6,300,0.6,850,590.1
0.6,300,0.6,950,568.5666667
0.6,300,0.6,1050,559.3
0.6,300,0.6,1150,555.0333333
0.6,300,0.6,1250,553.3333333
0.6,300,0.6,1350,549.9333333
0.6,300,0.6,1450,520.2666667
0.6,300,0.6,1550,485.6333333
0.6,300,0.6,1650,463.9333333
0.6,300,0.6,1850,440.4666667
0.6,300,0.6,2050,413.7666667
0.6,300,0.6,2250,387.4
0.6,300,0.6,2450,377.0666667
0.6,300,0.6,2650,389.6
0.6,300,0.6,2850,387.1333333
0.6,300,0.6,3050,380.2
0.6,300,0.6,3550,379.4
0.6,300,0.6,4050,372.2666667
0.6,300,0.6,4550,385.3333333
0.6,300,0.6,5050,386.5333333
